Player,Season,Position,Age,Team,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,EFG,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TO,PF,PTS
Earl Clark,2012,PF,24,ORL,5,0,88,8,18,.444,0,0,,8,18,.444,.444,4,7,.571,8,25,33,1,2,5,4,6,20
Norris Cole,2012,PG,23,MIA,19,0,170,12,37,.324,3,12,.250,9,25,.360,.365,7,9,.778,1,9,10,12,7,0,5,24,34
Jason Collins,2012,C,33,ATL,5,4,85,6,11,.545,0,0,,6,11,.545,.545,0,0,,4,8,12,0,1,0,10,16,12
Darren Collison,2012,PG,24,IND,11,0,205,36,70,.514,4,11,.364,32,59,.542,.543,20,23,.870,3,11,14,33,14,0,11,11,96
Nick Collison,2012,PF,31,OKC,20,0,332,33,51,.647,0,0,,33,51,.647,.647,3,7,.429,30,37,67,19,12,5,12,51,69
Mike Conley,2012,PG,24,MEM,7,7,277,32,76,.421,11,22,.500,21,54,.389,.493,24,32,.750,4,19,23,50,6,0,16,19,99
Daequan Cook,2012,SG,24,OKC,16,0,109,14,37,.378,8,24,.333,6,13,.462,.486,0,2,.000,0,9,9,4,3,0,0,7,36
Dante Cunningham,2012,PF,24,MEM,7,0,49,4,11,.364,0,0,,4,11,.364,.364,0,0,,6,5,11,0,1,2,1,3,8
Erick Dampier,2012,C,36,ATL,4,0,55,7,13,.538,0,0,,7,13,.538,.538,2,3,.667,7,7,14,0,0,1,3,6,16
Marquis Daniels,2012,SG,31,BOS,15,0,92,11,19,.579,0,2,.000,11,17,.647,.579,8,10,.800,1,9,10,3,2,1,2,13,30
Baron Davis,2012,PG,32,NYK,4,4,97,11,23,.478,4,14,.286,7,9,.778,.565,5,5,1.000,0,3,3,13,0,0,13,15,31
Glen Davis,2012,PF,26,ORL,5,5,190,39,89,.438,0,0,,39,89,.438,.438,17,22,.773,23,23,46,4,3,6,9,10,95
Luol Deng,2012,SF,26,CHI,6,6,228,36,79,.456,8,22,.364,28,57,.491,.506,4,7,.571,8,42,50,9,5,9,10,10,84
Boris Diaw,2012,PF,29,SAS,14,14,346,36,70,.514,9,18,.500,27,52,.519,.579,6,8,.750,28,45,73,35,11,4,15,29,87
Keyon Dooling,2012,SG,31,BOS,20,0,212,21,48,.438,11,28,.393,10,20,.500,.552,2,3,.667,2,13,15,14,6,4,3,30,55
Toney Douglas,2012,PG,25,NYK,1,0,8,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,1,0,0,0,0,2
Chris Duhon,2012,PG,29,ORL,5,0,61,1,5,.200,1,3,.333,0,2,.000,.300,0,2,.000,0,7,7,9,5,1,7,5,3
Tim Duncan*,2012,C,35,SAS,14,14,463,101,204,.495,0,1,.000,101,203,.498,.495,41,58,.707,32,99,131,39,10,29,21,30,243
Kevin Durant,2012,SF,23,OKC,20,20,837,198,383,.517,41,110,.373,157,273,.575,.570,133,154,.864,13,135,148,74,29,24,63,51,570
Devin Ebanks,2012,SG,22,LAL,9,6,126,16,39,.410,0,3,.000,16,36,.444,.410,5,8,.625,7,13,20,6,3,7,2,13,37
Jeremy Evans,2012,SF,24,UTA,2,0,7,0,1,.000,0,0,,0,1,.000,.000,2,2,1.000,0,3,3,1,1,0,0,1,2
Reggie Evans,2012,PF,31,LAC,11,0,198,8,15,.533,0,0,,8,15,.533,.533,17,40,.425,20,60,80,1,9,6,9,31,33
Christian Eyenga,2012,SF,22,LAL,3,0,9,2,3,.667,0,0,,2,3,.667,.667,0,1,.000,1,1,2,1,1,1,1,3,4
Kenneth Faried,2012,PF,22,DEN,7,7,192,32,60,.533,0,0,,32,60,.533,.533,9,12,.750,25,45,70,4,5,8,14,20,73
Derrick Favors,2012,PF,20,UTA,4,1,116,15,36,.417,0,0,,15,36,.417,.417,17,29,.586,14,24,38,2,5,6,5,11,47
Landry Fields,2012,SG,23,NYK,5,4,115,15,31,.484,1,5,.200,14,26,.538,.500,5,7,.714,4,11,15,7,3,0,9,5,36
Derek Fisher,2012,PG,37,OKC,20,0,446,49,118,.415,18,48,.375,31,70,.443,.492,9,9,1.000,2,30,32,25,17,2,6,37,125
Randy Foye,2012,SG,28,LAC,11,11,291,29,74,.392,14,32,.438,15,42,.357,.486,11,13,.846,4,18,22,17,6,3,12,19,83
Enes Freedom,2012,C,19,UTA,4,0,43,7,16,.438,0,0,,7,16,.438,.438,0,1,.000,8,8,16,1,0,4,4,7,14
Danilo Gallinari,2012,SF,23,DEN,7,7,222,34,94,.362,4,23,.174,30,71,.423,.383,22,24,.917,9,27,36,17,5,4,9,15,94
Kevin Garnett*,2012,C,35,BOS,20,20,737,159,320,.497,1,4,.250,158,316,.500,.498,65,80,.813,31,175,206,30,23,29,44,59,384
Marc Gasol,2012,C,27,MEM,7,7,261,36,69,.522,0,1,.000,36,68,.529,.522,34,43,.791,16,31,47,22,2,13,13,25,106
Pau Gasol,2012,PF,31,LAL,12,12,444,62,143,.434,2,5,.400,60,138,.435,.441,24,29,.828,38,76,114,44,6,25,20,36,150
Rudy Gay,2012,SF,25,MEM,7,7,279,48,114,.421,4,19,.211,44,95,.463,.439,33,40,.825,10,36,46,10,9,2,21,15,133
Paul George,2012,SG,21,IND,11,11,371,37,95,.389,11,41,.268,26,54,.481,.447,22,28,.786,15,58,73,26,18,4,21,32,107
Taj Gibson,2012,PF,26,CHI,6,0,137,21,46,.457,0,0,,21,46,.457,.457,15,22,.682,15,24,39,4,4,10,3,19,57
Manu Ginóbili*,2012,SG,34,SAS,14,2,390,65,145,.448,23,68,.338,42,77,.545,.528,48,56,.857,8,41,49,56,10,4,42,36,201
Andrew Goudelock,2012,SG,23,LAL,4,0,10,2,3,.667,1,1,1.000,1,2,.500,.833,0,0,,0,1,1,0,0,0,0,1,5
Danny Granger,2012,SF,28,IND,11,11,420,69,174,.397,26,73,.356,43,101,.426,.471,23,28,.821,15,47,62,27,6,4,29,31,187
Danny Green,2012,SG,24,SAS,14,12,289,38,91,.418,20,58,.345,18,33,.545,.527,7,10,.700,3,42,45,15,7,10,15,24,103
Willie Green,2012,SG,30,ATL,5,0,63,6,13,.462,1,4,.250,5,9,.556,.500,0,0,,1,7,8,3,0,0,2,6,13
Blake Griffin,2012,PF,22,LAC,11,11,393,84,168,.500,0,1,.000,84,167,.503,.500,42,66,.636,19,57,76,27,20,10,25,41,210
Hamed Haddadi,2012,C,26,MEM,4,0,21,2,2,1.000,0,0,,2,2,1.000,1.000,1,2,.500,5,4,9,1,0,2,1,5,5
Jordan Hamilton,2012,SF,21,DEN,2,0,5,2,3,.667,0,0,,2,3,.667,.667,0,0,,0,0,0,0,1,0,1,1,4
Richard Hamilton,2012,SG,33,CHI,6,6,171,29,70,.414,2,6,.333,27,64,.422,.429,18,22,.818,8,11,19,18,1,0,8,15,78
Tyler Hansbrough,2012,PF,26,IND,11,0,164,17,50,.340,0,0,,17,50,.340,.340,14,21,.667,12,23,35,6,5,3,8,22,48
James Harden,2012,SG,22,OKC,20,0,630,93,214,.435,32,78,.410,61,136,.449,.509,108,126,.857,13,89,102,68,31,2,42,67,326
Justin Harper,2012,PF,22,ORL,1,0,5,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
Josh Harrellson,2012,PF,22,NYK,4,0,25,4,9,.444,0,1,.000,4,8,.500,.444,2,2,1.000,3,5,8,0,0,0,2,6,10
Al Harrington,2012,PF,31,DEN,7,0,163,24,75,.320,10,35,.286,14,40,.350,.387,10,15,.667,7,23,30,6,3,1,3,13,68
Devin Harris,2012,PG,28,UTA,4,4,120,19,48,.396,4,15,.267,15,33,.455,.438,10,14,.714,0,6,6,15,3,2,12,14,52
Terrel Harris,2012,SG,24,MIA,4,0,10,1,2,.500,0,1,.000,1,1,1.000,.500,3,4,.750,0,3,3,0,0,0,0,0,5
Udonis Haslem,2012,PF,31,MIA,22,11,452,40,88,.455,0,0,,40,88,.455,.455,26,35,.743,37,104,141,13,5,6,20,60,106
Spencer Hawes,2012,C,23,PHI,13,12,332,50,108,.463,2,5,.400,48,103,.466,.472,19,26,.731,18,68,86,21,4,11,22,32,121
Gordon Hayward,2012,SF,21,UTA,4,4,123,6,33,.182,1,12,.083,5,21,.238,.197,16,16,1.000,2,9,11,12,3,0,3,4,29
Lazar Hayward,2012,SF,25,OKC,5,0,18,2,3,.667,0,0,,2,3,.667,.667,0,0,,0,4,4,0,0,0,1,2,4
Brendan Haywood,2012,C,32,DAL,4,4,61,4,14,.286,0,0,,4,14,.286,.286,5,8,.625,7,6,13,1,1,2,2,8,13
Roy Hibbert,2012,C,25,IND,11,11,340,52,104,.500,1,1,1.000,51,103,.495,.505,24,36,.667,45,78,123,12,4,34,22,38,129
George Hill,2012,PG,25,IND,11,11,346,47,105,.448,15,40,.375,32,65,.492,.519,39,46,.848,9,16,25,32,13,3,22,21,148
Jordan Hill,2012,C,24,LAL,12,0,217,23,53,.434,0,0,,23,53,.434,.434,11,16,.688,39,37,76,1,3,8,7,32,57
Kirk Hinrich,2012,SG,31,ATL,6,4,141,13,30,.433,6,16,.375,7,14,.500,.533,2,2,1.000,4,8,12,6,4,0,2,9,34
Jrue Holiday,2012,PG,21,PHI,13,13,494,74,179,.413,20,49,.408,54,130,.415,.469,38,44,.864,17,44,61,67,20,8,26,24,206
Ryan Hollins,2012,C,27,BOS,17,0,170,11,26,.423,0,0,,11,26,.423,.423,4,9,.444,16,11,27,8,0,8,7,29,26
Al Horford,2012,C,25,ATL,3,2,108,20,34,.588,0,0,,20,34,.588,.588,6,8,.750,5,20,25,8,4,4,12,11,46
Josh Howard,2012,SF,31,UTA,4,3,63,5,17,.294,1,2,.500,4,15,.267,.324,4,5,.800,4,10,14,4,2,1,2,3,15
Juwan Howard,2012,PF,38,MIA,9,0,24,2,7,.286,0,0,,2,7,.286,.286,3,4,.750,0,1,1,0,0,0,0,0,7
Serge Ibaka,2012,PF,22,OKC,20,20,569,84,159,.528,1,4,.250,83,155,.535,.531,26,36,.722,47,68,115,12,11,59,11,57,195
Andre Iguodala,2012,SF,28,PHI,13,13,505,58,151,.384,19,49,.388,39,102,.382,.447,33,56,.589,17,57,74,48,19,5,19,32,168
Royal Ivey,2012,SG,30,OKC,5,0,21,4,11,.364,2,5,.400,2,6,.333,.455,1,2,.500,1,2,3,1,2,0,1,2,11
Stephen Jackson,2012,SF,33,SAS,14,0,299,38,71,.535,26,43,.605,12,28,.429,.718,14,15,.933,5,23,28,24,9,3,18,38,116
LeBron James,2012,SF,27,MIA,23,23,983,251,502,.500,22,85,.259,229,417,.549,.522,173,234,.739,54,170,224,129,43,16,81,47,697
Al Jefferson,2012,C,27,UTA,4,4,141,36,68,.529,0,1,.000,36,67,.537,.529,1,4,.250,7,27,34,10,5,3,5,10,73
Jared Jeffries,2012,PF,30,NYK,5,0,34,1,6,.167,0,0,,1,6,.167,.167,0,0,,6,6,12,0,1,0,1,5,2
Yi Jianlian,2012,PF,24,DAL,1,0,5,1,3,.333,0,1,.000,1,2,.500,.333,0,1,.000,0,2,2,0,1,0,0,0,2
Ivan Johnson,2012,PF,27,ATL,5,0,54,5,16,.313,0,1,.000,5,15,.333,.313,3,5,.600,7,10,17,0,3,0,3,7,13
Joe Johnson,2012,SG,30,ATL,6,6,243,38,102,.373,9,36,.250,29,66,.439,.417,18,24,.750,6,15,21,21,8,1,16,11,103
Dahntay Jones,2012,SF,31,IND,7,0,58,4,18,.222,2,9,.222,2,9,.222,.278,7,7,1.000,4,3,7,3,1,0,3,11,17
James Jones,2012,SG,31,MIA,20,0,173,16,43,.372,9,30,.300,7,13,.538,.477,10,10,1.000,5,15,20,2,3,1,4,12,51
DeAndre Jordan,2012,C,23,LAC,11,11,249,21,40,.525,0,0,,21,40,.525,.525,8,24,.333,18,40,58,4,7,18,7,20,50
Jerome Jordan,2012,C,25,NYK,1,0,4,1,2,.500,0,0,,1,2,.500,.500,0,0,,2,0,2,0,0,0,0,0,2
Jason Kidd*,2012,PG,38,DAL,4,4,144,14,41,.341,9,26,.346,5,15,.333,.451,9,10,.900,3,21,24,24,12,1,11,7,46
Kyle Korver,2012,SG,30,CHI,6,0,94,9,22,.409,4,13,.308,5,9,.556,.500,1,2,.500,1,9,10,9,3,3,5,10,23
Kosta Koufos,2012,C,22,DEN,3,2,26,1,3,.333,0,0,,1,3,.333,.333,0,0,,4,7,11,0,0,1,3,5,2
Ty Lawson,2012,PG,24,DEN,7,7,242,56,109,.514,9,28,.321,47,81,.580,.555,12,19,.632,4,14,18,42,7,1,8,12,133
Kawhi Leonard,2012,SF,20,SAS,14,14,379,45,90,.500,18,40,.450,27,50,.540,.600,13,16,.813,18,65,83,8,17,6,13,23,121
John Lucas III,2012,PG,29,CHI,5,0,94,18,40,.450,5,13,.385,13,27,.481,.513,2,2,1.000,2,5,7,9,0,0,6,7,43
Ian Mahinmi,2012,C,25,DAL,4,0,70,9,14,.643,0,0,,9,14,.643,.643,11,13,.846,9,9,18,0,3,3,1,13,29
Shawn Marion,2012,SF,33,DAL,4,4,140,17,40,.425,4,14,.286,13,26,.500,.475,9,10,.900,9,23,32,4,1,5,10,14,47
Kenyon Martin,2012,PF,34,LAC,11,0,193,22,42,.524,0,0,,22,42,.524,.524,5,8,.625,11,24,35,3,4,19,4,36,49
O.J. Mayo,2012,SG,24,MEM,7,0,163,17,62,.274,7,24,.292,10,38,.263,.331,21,27,.778,2,23,25,15,9,1,18,18,62
JaVale McGee,2012,C,24,DEN,7,0,181,23,53,.434,0,0,,23,53,.434,.434,14,26,.538,23,44,67,5,5,22,4,21,60
Tracy McGrady*,2012,SF,32,ATL,6,0,90,10,26,.385,0,4,.000,10,22,.455,.385,5,6,.833,6,11,17,6,0,2,10,4,25
Josh McRoberts,2012,PF,24,LAL,6,0,16,1,4,.250,0,1,.000,1,3,.333,.250,0,0,,0,4,4,1,0,1,2,1,2
Jodie Meeks,2012,SG,24,PHI,13,1,102,9,26,.346,3,13,.231,6,13,.462,.404,14,14,1.000,2,2,4,4,3,1,4,11,35
Andre Miller,2012,SG,35,DEN,7,0,200,31,73,.425,4,7,.571,27,66,.409,.452,13,15,.867,14,25,39,42,9,1,17,19,79
Mike Miller,2012,SG,31,MIA,23,0,368,40,99,.404,31,75,.413,9,24,.375,.561,9,11,.818,9,49,58,17,9,2,12,41,120
Patty Mills,2012,PG,23,SAS,8,0,31,6,11,.545,3,5,.600,3,6,.500,.682,0,0,,1,2,3,5,1,0,3,2,15
Paul Millsap,2012,PF,26,UTA,4,4,139,20,54,.370,0,3,.000,20,51,.392,.370,8,16,.500,17,27,44,2,1,10,9,11,48
Nazr Mohammed,2012,C,34,OKC,8,0,83,8,16,.500,0,0,,8,16,.500,.500,2,4,.500,7,9,16,1,0,3,2,19,18
E'Twaun Moore,2012,PG,22,BOS,9,0,21,2,8,.250,0,2,.000,2,6,.333,.250,1,2,.500,0,3,3,3,0,1,1,2,5
Darius Morris,2012,PG,21,LAL,4,0,8,3,3,1.000,1,1,1.000,2,2,1.000,1.167,3,4,.750,0,0,0,3,0,0,1,1,10
Timofey Mozgov,2012,C,25,DEN,7,5,99,12,25,.480,0,0,,12,25,.480,.480,4,8,.500,10,13,23,3,2,6,5,16,28
Troy Murphy,2012,PF,31,LAL,4,0,15,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,,0,3,3,0,0,0,2,0,3
Gary Neal,2012,SG,27,SAS,14,0,217,39,82,.476,16,36,.444,23,46,.500,.573,11,13,.846,1,17,18,19,2,0,11,21,105
Jameer Nelson,2012,PG,29,ORL,5,5,182,29,74,.392,8,25,.320,21,49,.429,.446,12,16,.750,1,18,19,33,4,1,10,13,78
Joakim Noah,2012,C,26,CHI,3,3,99,19,26,.731,0,0,,19,26,.731,.731,7,11,.636,9,19,28,9,2,4,1,5,45
Steve Novak,2012,PF,28,NYK,5,1,95,4,9,.444,4,7,.571,0,2,.000,.667,0,0,,3,12,15,0,0,1,3,7,12
Dirk Nowitzki,2012,PF,33,DAL,4,4,154,34,77,.442,1,6,.167,33,71,.465,.448,38,42,.905,3,22,25,7,3,0,10,9,107
Daniel Orton,2012,PF,21,ORL,4,0,9,0,0,,0,0,,0,0,,,4,4,1.000,0,2,2,0,0,0,0,3,4
Jannero Pargo,2012,PG,32,ATL,5,0,46,6,21,.286,4,12,.333,2,9,.222,.381,0,0,,1,4,5,6,2,0,3,5,16
Tony Parker,2012,PG,29,SAS,14,14,506,102,225,.453,7,21,.333,95,204,.466,.469,71,88,.807,8,42,50,95,13,0,44,23,282
Chris Paul,2012,PG,26,LAC,11,11,423,70,164,.427,13,39,.333,57,125,.456,.466,41,47,.872,6,50,56,87,30,1,43,30,194
Sasha Pavlović,2012,SF,28,BOS,10,0,40,3,9,.333,1,5,.200,2,4,.500,.389,0,0,,2,3,5,1,1,1,4,4,7
Kendrick Perkins,2012,C,27,OKC,20,20,517,37,89,.416,0,0,,37,89,.416,.416,20,25,.800,35,89,124,13,7,25,29,59,94
Paul Pierce*,2012,SF,34,BOS,20,20,778,120,311,.386,27,87,.310,93,224,.415,.429,110,123,.894,14,107,121,62,30,18,56,68,377
Mickaël Piétrus,2012,SG,29,BOS,20,1,393,24,73,.329,12,54,.222,12,19,.632,.411,9,16,.563,12,29,41,2,14,5,9,50,69
Dexter Pittman,2012,C,23,MIA,3,1,8,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,0,0,1,0,1,0,2,0
Quincy Pondexter,2012,SF,23,MEM,7,0,114,12,18,.667,2,4,.500,10,14,.714,.722,7,9,.778,3,13,16,2,4,0,5,13,33
A.J. Price,2012,PG,25,IND,4,0,7,1,2,.500,0,0,,1,2,.500,.500,0,0,,1,1,2,1,0,0,0,0,2
Vladimir Radmanović,2012,SF,31,ATL,2,0,15,0,4,.000,0,3,.000,0,1,.000,.000,0,0,,0,1,1,1,0,0,0,3,0
Zach Randolph,2012,PF,30,MEM,7,7,248,37,88,.420,0,4,.000,37,84,.440,.420,22,35,.629,27,42,69,6,7,4,11,25,96
J.J. Redick,2012,SG,27,ORL,5,0,123,19,44,.432,4,19,.211,15,25,.600,.477,12,14,.857,0,5,5,16,1,0,6,4,54
Jason Richardson,2012,SG,31,ORL,5,5,148,21,53,.396,10,27,.370,11,26,.423,.491,5,12,.417,4,15,19,5,6,2,6,7,57
Quentin Richardson,2012,SF,31,ORL,5,0,74,5,15,.333,2,7,.286,3,8,.375,.400,0,0,,0,22,22,2,1,0,6,6,12
Rajon Rondo,2012,PG,25,BOS,19,19,810,141,301,.468,8,30,.267,133,271,.491,.482,39,56,.696,35,93,128,227,45,2,72,40,329
Derrick Rose,2012,PG,23,CHI,1,1,37,9,23,.391,3,6,.500,6,17,.353,.457,2,2,1.000,3,6,9,9,1,1,5,1,23
Thabo Sefolosha,2012,SG,27,OKC,20,20,446,41,102,.402,16,49,.327,25,53,.472,.480,8,9,.889,11,42,53,26,30,9,11,44,106
Josh Selby,2012,PG,20,MEM,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Ramon Sessions,2012,PG,25,LAL,12,12,380,43,114,.377,4,25,.160,39,89,.438,.395,26,35,.743,3,33,36,43,4,1,22,27,116
Iman Shumpert,2012,PG,21,NYK,1,1,19,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,1,1,0,1,0,1,2,0
Xavier Silas,2012,SG,24,PHI,2,0,4,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,1,2,0,0,0,0,0,2
Bobby Simmons,2012,SF,31,LAC,4,1,32,5,9,.556,1,4,.250,4,5,.800,.611,0,0,,0,1,1,0,0,0,1,7,11
Ish Smith,2012,PG,23,ORL,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,1,0,0,0
J.R. Smith,2012,SG,26,NYK,5,0,175,24,76,.316,5,28,.179,19,48,.396,.349,8,8,1.000,2,11,13,11,6,1,11,19,61
Josh Smith,2012,PF,26,ATL,5,5,196,34,88,.386,0,4,.000,34,84,.405,.386,16,21,.762,10,58,68,24,3,5,15,14,84
Marreese Speights,2012,PF,24,MEM,7,0,100,20,41,.488,0,0,,20,41,.488,.488,6,10,.600,13,17,30,2,3,3,5,13,46
Tiago Splitter,2012,C,27,SAS,13,0,168,30,47,.638,0,0,,30,47,.638,.638,16,43,.372,8,28,36,10,5,4,9,24,76
Lance Stephenson,2012,SG,21,IND,4,0,12,2,9,.222,1,2,.500,1,7,.143,.278,1,2,.500,0,0,0,1,0,0,2,2,6
Greg Stiemsma,2012,C,26,BOS,19,0,143,12,18,.667,0,0,,12,18,.667,.667,4,6,.667,9,32,41,5,4,11,4,26,28
Julyan Stone,2012,SG,23,DEN,2,0,5,1,2,.500,0,0,,1,2,.500,.500,0,0,,1,0,1,2,0,0,0,0,2
Amar'e Stoudemire,2012,PF,29,NYK,4,4,139,20,36,.556,0,0,,20,36,.556,.556,21,28,.750,8,18,26,3,5,1,12,16,61
Jeff Teague,2012,PG,23,ATL,6,6,225,30,73,.411,7,17,.412,23,56,.411,.459,17,19,.895,4,18,22,25,5,5,10,18,84
Jason Terry,2012,SG,34,DAL,4,1,139,20,44,.455,10,20,.500,10,24,.417,.568,5,8,.625,1,8,9,15,1,0,8,11,55
Jamaal Tinsley,2012,PG,33,UTA,4,0,65,5,20,.250,1,4,.250,4,16,.250,.275,4,4,1.000,0,2,2,12,2,0,6,7,15
Ronny Turiaf,2012,C,29,MIA,12,7,121,10,18,.556,0,0,,10,18,.556,.556,3,11,.273,11,20,31,1,1,8,6,23,23
Hedo Türkoğlu,2012,SF,32,ORL,5,5,162,15,41,.366,5,12,.417,10,29,.345,.427,7,11,.636,4,10,14,12,5,4,9,18,42
Evan Turner,2012,SF,23,PHI,13,12,449,56,154,.364,0,6,.000,56,148,.378,.364,33,48,.688,14,84,98,32,12,6,30,36,145
Nikola Vučević,2012,C,21,PHI,1,0,3,0,1,.000,0,0,,0,1,.000,.000,1,2,.500,0,1,1,0,0,0,0,0,1
Dwyane Wade,2012,SG,30,MIA,23,23,907,197,426,.462,10,34,.294,187,392,.477,.474,121,166,.729,32,88,120,100,39,30,68,65,525
Von Wafer,2012,SG,26,ORL,1,0,6,3,5,.600,0,0,,3,5,.600,.600,0,0,,0,1,1,0,0,0,1,1,6
C.J. Watson,2012,PG,27,CHI,6,5,164,14,58,.241,4,16,.250,10,42,.238,.276,12,16,.750,1,12,13,33,5,0,7,16,44
David West,2012,PF,31,IND,11,11,416,66,148,.446,0,0,,66,148,.446,.446,36,44,.818,21,73,94,22,8,6,17,33,168
Delonte West,2012,PG,28,DAL,4,3,88,11,26,.423,3,6,.500,8,20,.400,.481,5,5,1.000,2,5,7,8,3,0,3,5,30
Russell Westbrook,2012,PG,23,OKC,20,20,767,177,407,.435,18,65,.277,159,342,.465,.457,89,111,.802,22,87,109,117,31,8,45,49,461
Lou Williams,2012,PG,25,PHI,13,0,358,50,142,.352,8,48,.167,42,94,.447,.380,41,52,.788,3,24,27,39,13,0,16,17,149
Marvin Williams,2012,SF,25,ATL,6,3,145,16,45,.356,8,16,.500,8,29,.276,.444,7,9,.778,5,28,33,5,3,2,3,9,47
Mo Williams,2012,SG,29,LAC,11,0,229,41,94,.436,12,33,.364,29,61,.475,.500,12,13,.923,1,8,9,15,6,5,12,16,106
Sean Williams,2012,C,25,BOS,2,0,6,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,1,1,0
Metta World Peace,2012,SF,32,LAL,6,6,236,22,60,.367,14,36,.389,8,24,.333,.483,12,16,.750,3,18,21,14,13,4,5,18,70
Brandan Wright,2012,C,24,DAL,4,0,27,2,5,.400,0,0,,2,5,.400,.400,1,2,.500,2,3,5,0,1,1,3,4,5
Nick Young,2012,SG,26,LAC,11,0,200,29,67,.433,17,33,.515,12,34,.353,.560,16,18,.889,1,11,12,3,3,4,7,20,91
Sam Young,2012,SF,26,PHI,2,0,4,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
Thaddeus Young,2012,PF,23,PHI,13,0,277,39,91,.429,0,0,,39,91,.429,.429,22,31,.710,25,43,68,15,7,7,15,25,100
Ray Allen*,2013,SG,37,MIA,23,0,573,74,172,.430,39,96,.406,35,76,.461,.544,47,54,.870,13,51,64,29,12,3,27,42,234
Tony Allen,2013,SG,31,MEM,15,15,422,54,125,.432,2,8,.250,52,117,.444,.440,44,58,.759,37,54,91,27,30,5,19,48,154
Chris Andersen,2013,C,34,MIA,20,0,303,46,57,.807,0,0,,46,57,.807,.807,36,49,.735,32,44,76,3,9,22,11,53,128
James Anderson,2013,SG,23,HOU,2,0,18,1,5,.200,0,3,.000,1,2,.500,.200,0,0,,1,3,4,0,0,0,0,2,2
Carmelo Anthony,2013,PF,28,NYK,12,12,481,126,310,.406,17,57,.298,109,253,.431,.434,77,87,.885,11,68,79,19,13,2,31,46,346
Joel Anthony,2013,C,30,MIA,14,0,71,3,10,.300,0,0,,3,10,.300,.300,0,0,,10,11,21,0,2,4,3,13,6
Darrell Arthur,2013,PF,24,MEM,15,0,175,25,53,.472,0,2,.000,25,51,.490,.472,8,9,.889,14,24,38,6,2,4,7,36,58
Ömer Aşık,2013,C,26,HOU,6,6,208,22,39,.564,0,0,,22,39,.564,.564,30,47,.638,21,46,67,3,3,10,12,22,74
D.J. Augustin,2013,PG,25,IND,19,1,316,27,71,.380,19,48,.396,8,23,.348,.514,25,31,.806,2,13,15,13,7,0,10,26,98
Gustavo Ayón,2013,C,27,MIL,3,0,7,2,4,.500,0,0,,2,4,.500,.500,0,0,,0,0,0,0,0,0,0,0,4
Jeff Ayres,2013,PF,25,IND,9,0,71,8,24,.333,0,1,.000,8,23,.348,.333,0,0,,4,14,18,1,0,2,3,14,16
Harrison Barnes,2013,SF,20,GSW,12,12,461,72,162,.444,19,52,.365,53,110,.482,.503,30,35,.857,18,59,77,15,7,5,16,33,193
Matt Barnes,2013,SF,32,LAC,6,0,162,24,44,.545,7,17,.412,17,27,.630,.625,16,19,.842,7,23,30,3,4,2,5,23,71
Brandon Bass,2013,PF,27,BOS,6,5,204,14,29,.483,0,0,,14,29,.483,.483,12,15,.800,8,32,40,7,2,1,5,17,40
Shane Battier,2013,SF,34,MIA,22,0,392,27,93,.290,26,88,.295,1,5,.200,.430,23,28,.821,9,29,38,12,5,6,5,49,103
Jerryd Bayless,2013,PG,24,MEM,15,0,320,49,137,.358,18,59,.305,31,78,.397,.423,23,26,.885,1,29,30,32,7,5,16,35,139
Aron Baynes,2013,C,26,SAS,4,1,23,4,7,.571,0,0,,4,7,.571,.571,0,0,,2,3,5,0,0,0,1,4,8
Kent Bazemore,2013,SG,23,GSW,9,0,16,1,8,.125,0,1,.000,1,7,.143,.125,0,4,.000,1,4,5,2,1,0,2,3,2
Marco Belinelli,2013,SG,26,CHI,12,7,325,44,107,.411,16,47,.340,28,60,.467,.486,29,33,.879,0,35,35,31,5,0,15,26,133
Patrick Beverley,2013,PG,24,HOU,6,5,200,28,65,.431,8,24,.333,20,41,.488,.492,7,7,1.000,11,22,33,17,7,4,6,24,71
Andris Biedriņš,2013,C,26,GSW,3,0,17,0,0,,0,0,,0,0,,,0,0,,2,5,7,1,0,2,1,6,0
Chauncey Billups,2013,SG,36,LAC,6,6,115,11,36,.306,6,17,.353,5,19,.263,.389,9,11,.818,2,10,12,6,1,1,8,10,37
DeJuan Blair,2013,PF,23,SAS,12,0,76,21,34,.618,0,0,,21,34,.618,.618,5,9,.556,6,18,24,7,5,1,1,14,47
Steve Blake,2013,PG,32,LAL,2,2,75,11,28,.393,5,12,.417,6,16,.375,.482,1,1,1.000,0,8,8,5,4,3,4,8,28
